timestamp,cash,position_value,total_value,realized_pnl,unrealized_pnl,total_pnl,total_return,num_positions,commissions
2025-11-25 00:39:49.023379,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:50.024692,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:51.026127,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:52.027364,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:53.028128,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:54.029321,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:55.030404,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:56.031658,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:57.032920,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:58.034244,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:39:59.035470,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:00.036747,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:01.037950,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:02.039372,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:03.040548,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:04.041557,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:05.042638,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:06.043799,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:07.045182,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:08.046447,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:09.047714,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:10.048574,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:11.050068,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:12.051259,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:13.052573,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:14.053661,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:15.055039,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:16.056444,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:17.057736,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:18.059032,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:19.060280,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:20.061784,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:21.063074,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:22.064465,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:23.065722,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:24.066934,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:25.068368,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:26.069694,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:27.071082,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:28.072450,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:29.073773,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:30.074109,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:31.075519,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:32.076935,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:33.078121,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:34.079545,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:35.080877,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:36.082177,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:37.083394,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:38.086492,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:39.087430,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:40.088118,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:41.089617,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:42.090921,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:43.092405,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:44.093836,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:45.095091,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:46.096422,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:47.097775,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:48.099148,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:49.099824,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:50.101151,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:51.102496,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:52.102754,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:53.104211,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:54.105464,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:55.106694,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:56.107938,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:57.109397,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:58.110780,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:40:59.112519,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:00.113622,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:01.114936,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:02.116392,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:03.117677,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:04.119046,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:05.120359,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:06.121665,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:07.123031,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:08.124364,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:09.125805,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:10.127232,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:11.128540,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:12.129878,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:13.131088,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:14.132545,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:15.133874,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:16.135405,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:17.136132,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:18.137573,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:19.139011,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:20.140395,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:21.141232,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:22.142148,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:23.143395,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:24.144846,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:25.145298,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:26.146387,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:27.147903,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:28.149044,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:29.150447,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:30.151784,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:31.152954,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:32.154348,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:33.154808,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:34.155990,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:35.157361,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:36.158845,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:37.159932,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:38.161232,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:39.162544,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:40.163784,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:41.165241,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:42.165645,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:43.167098,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:44.168436,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:45.169827,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:46.171200,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:47.172626,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:48.173828,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:49.175123,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:50.176472,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:51.177590,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:52.179004,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:53.180356,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:54.181680,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:55.183033,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:56.184402,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
2025-11-25 00:41:57.185724,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0,0.0
